WorkerId,Input.list,Answer.English,Answer.country,Type,PresentationOrder,AnswerChoice,Item,LongWord,Cond,First,Experiment,list,ShortWord,PickedShort
A1JTU5PKYFLGB,6,yes,USA,AnswerChoice,12,1,37,quadrangle,neut,shortfirst,LongShort,6,quad,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,12,1,30,identification,supp,longfirst,LongShort,10,ID,0.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,12,1,19,kilogram,supp,shortfirst,LongShort,12,kilo,1.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,12,2,14,saxophone,neut,shortfirst,LongShort,13,sax,0.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,12,2,5,memorandum,supp,longfirst,LongShort,14,memo,1.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,12,1,31,mayonnaise,neut,longfirst,LongShort,17,mayo,0.0
A1P8M5BKOTAA8I,20,yes,USA,AnswerChoice,12,1,27,microphone,neut,longfirst,LongShort,20,mic,0.0
A2MZBTRREF5UQ,25,yes,USA,AnswerChoice,12,2,3,examination,supp,longfirst,LongShort,25,exam,1.0
A15A4X84A1CJPF,28,yes,USA,AnswerChoice,12,1,7,fraternity,supp,longfirst,LongShort,28,frat,0.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,12,1,18,undergraduate,supp,shortfirst,LongShort,31,undergrad,1.0
AO3XB5I5QNNUI,32,yes,USA,AnswerChoice,12,1,11,chimpanzee,supp,shortfirst,LongShort,32,chimp,1.0
A1T4HQ3SBQIS5A,33,yes,USA,AnswerChoice,12,2,37,quadrangle,supp,longfirst,LongShort,33,quad,1.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,12,1,26,United Kingdom,neut,shortfirst,LongShort,34,UK,1.0
AYEXVPS4R274L,36,yes,USA,AnswerChoice,12,2,12,pornography,neut,longfirst,LongShort,36,porn,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,12,1,1,mathematics,supp,shortfirst,LongShort,38,math,1.0
A22KKBNFTCM1P,41,yes,USA,AnswerChoice,12,2,26,United Kingdom,supp,longfirst,LongShort,41,UK,1.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,12,1,10,rhinoceros,neut,longfirst,LongShort,42,rhino,0.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,12,2,10,rhinoceros,supp,longfirst,LongShort,44,rhino,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,12,2,3,examination,supp,longfirst,LongShort,45,exam,1.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,12,1,24,air-conditioning,supp,longfirst,LongShort,47,A/C,0.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,12,2,24,air-conditioning,neut,shortfirst,LongShort,48,A/C,0.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,12,2,26,United Kingdom,supp,longfirst,LongShort,49,UK,1.0
A3RTDA6X7O17DV,51,yes,USA,AnswerChoice,12,2,3,examination,neut,longfirst,LongShort,51,exam,1.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,12,2,14,saxophone,supp,shortfirst,LongShort,55,sax,0.0
A2CGAOF4G65D67,57,yes,USA,AnswerChoice,12,1,8,refrigerator,supp,longfirst,LongShort,57,fridge,0.0
A15SD1XBOOUYBG,58,yes,USA,AnswerChoice,12,2,23,advertisement,supp,longfirst,LongShort,58,ad,1.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,12,2,27,microphone,neut,shortfirst,LongShort,59,mic,0.0
A5R0NQCWSPEJ9,1,yes,USA,AnswerChoice,13,1,9,hippopotamus,supp,shortfirst,LongShort,1,hippo,1.0
A8E34U9XG2WX7,2,yes,USA,AnswerChoice,13,2,24,air-conditioning,supp,shortfirst,LongShort,2,A/C,0.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,13,2,17,referee,supp,longfirst,LongShort,3,ref,1.0
A1JTU5PKYFLGB,6,yes,USA,AnswerChoice,13,2,33,milkshake,neut,shortfirst,LongShort,6,shake,0.0
A2OH5YI49YW305,8,yes,USA,AnswerChoice,13,1,35,hamburger,neut,shortfirst,LongShort,8,burger,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,13,2,15,cockroach,neut,shortfirst,LongShort,10,roach,0.0
A1HUHOJYQNDH6F,11,yes,USA,AnswerChoice,13,1,2,bicycle,neut,shortfirst,LongShort,11,bike,1.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,13,2,11,chimpanzee,supp,shortfirst,LongShort,12,chimp,0.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,13,2,38,emergency room,supp,shortfirst,LongShort,13,ER,0.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,13,2,19,kilogram,neut,shortfirst,LongShort,14,kilo,0.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,13,1,36,quadriceps,supp,shortfirst,LongShort,15,quads,1.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,13,2,22,carbohydrates,supp,longfirst,LongShort,17,carbs,1.0
A1YJ5V26CP9X44,19,yes,USA,AnswerChoice,13,1,34,veterinarian,neut,shortfirst,LongShort,19,vet,1.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,13,1,10,rhinoceros,supp,longfirst,LongShort,24,rhino,0.0
A2MZBTRREF5UQ,25,yes,USA,AnswerChoice,13,1,20,chemotherapy,neut,longfirst,LongShort,25,chemo,0.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,13,2,29,Labrador,neut,shortfirst,LongShort,29,Lab,0.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,13,1,2,bicycle,neut,shortfirst,LongShort,31,bike,1.0
AO3XB5I5QNNUI,32,yes,USA,AnswerChoice,13,1,16,telephone,neut,longfirst,LongShort,32,phone,0.0
A1T4HQ3SBQIS5A,33,yes,USA,AnswerChoice,13,1,39,United States,neut,longfirst,LongShort,33,US,0.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,13,2,16,telephone,supp,longfirst,LongShort,34,phone,1.0
AYEXVPS4R274L,36,yes,USA,AnswerChoice,13,1,28,laboratory,neut,shortfirst,LongShort,36,lab,1.0
A362OLSNQ8PIV6,37,yes,USA,AnswerChoice,13,2,38,emergency room,supp,shortfirst,LongShort,37,ER,0.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,13,2,30,identification,supp,longfirst,LongShort,38,ID,1.0
AKUJ4M0HU5YOL,39,yes,USA,AnswerChoice,13,2,27,microphone,neut,shortfirst,LongShort,39,mic,0.0
A2BKVB7Q1GQTPS,40,yes,USA,AnswerChoice,13,2,6,photograph,neut,shortfirst,LongShort,40,photo,0.0
A22KKBNFTCM1P,41,yes,USA,AnswerChoice,13,2,3,examination,supp,longfirst,LongShort,41,exam,1.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,13,1,16,telephone,neut,longfirst,LongShort,44,phone,0.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,13,1,33,milkshake,supp,longfirst,LongShort,45,shake,0.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,13,2,35,hamburger,neut,shortfirst,LongShort,48,burger,0.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,13,2,22,carbohydrates,supp,longfirst,LongShort,49,carbs,1.0
A3RTDA6X7O17DV,51,yes,USA,AnswerChoice,13,2,15,cockroach,neut,longfirst,LongShort,51,roach,1.0
A8X1YI90JPSGP,53,yes,USA,AnswerChoice,13,1,31,mayonnaise,neut,longfirst,LongShort,53,mayo,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,13,1,7,fraternity,neut,longfirst,LongShort,54,frat,0.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,13,1,35,hamburger,supp,longfirst,LongShort,55,burger,0.0
A2CGAOF4G65D67,57,yes,USA,AnswerChoice,13,1,22,carbohydrates,supp,longfirst,LongShort,57,carbs,0.0
A15SD1XBOOUYBG,58,yes,USA,AnswerChoice,13,1,14,saxophone,neut,longfirst,LongShort,58,sax,0.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,13,2,23,advertisement,neut,shortfirst,LongShort,59,ad,0.0
ATFH1OABZJL68,60,yes,USA,AnswerChoice,13,1,13,limousine,neut,shortfirst,LongShort,60,limo,1.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,14,2,23,advertisement,neut,shortfirst,LongShort,3,ad,0.0
A1JTU5PKYFLGB,6,yes,USA,AnswerChoice,14,2,23,advertisement,supp,longfirst,LongShort,6,ad,1.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,14,1,36,quadriceps,supp,shortfirst,LongShort,7,quads,1.0
A2OH5YI49YW305,8,yes,USA,AnswerChoice,14,2,21,television,supp,longfirst,LongShort,8,TV,1.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,14,1,7,fraternity,supp,longfirst,LongShort,12,frat,0.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,14,2,27,microphone,supp,shortfirst,LongShort,13,mic,0.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,14,1,24,air-conditioning,supp,longfirst,LongShort,15,A/C,0.0
A30SJSKDXXDCDZ,16,yes,USA,AnswerChoice,14,1,35,hamburger,neut,shortfirst,LongShort,16,burger,1.0
A3GACPNP0L91IH,21,yes,USA,AnswerChoice,14,2,19,kilogram,supp,longfirst,LongShort,21,kilo,1.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,14,2,31,mayonnaise,neut,shortfirst,LongShort,24,mayo,0.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,14,2,2,bicycle,supp,longfirst,LongShort,26,bike,1.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,14,1,20,chemotherapy,neut,longfirst,LongShort,29,chemo,0.0
A7WWXZ5KMC796,30,yes,USA,AnswerChoice,14,2,5,memorandum,supp,longfirst,LongShort,30,memo,1.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,14,1,21,television,supp,shortfirst,LongShort,31,TV,1.0
AO3XB5I5QNNUI,32,yes,USA,AnswerChoice,14,1,18,undergraduate,supp,longfirst,LongShort,32,undergrad,0.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,14,2,2,bicycle,supp,longfirst,LongShort,34,bike,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,14,1,10,rhinoceros,neut,longfirst,LongShort,38,rhino,0.0
A2BKVB7Q1GQTPS,40,yes,USA,AnswerChoice,14,1,8,refrigerator,supp,shortfirst,LongShort,40,fridge,1.0
A22KKBNFTCM1P,41,yes,USA,AnswerChoice,14,2,35,hamburger,neut,longfirst,LongShort,41,burger,1.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,14,2,33,milkshake,neut,shortfirst,LongShort,42,shake,0.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,14,2,15,cockroach,supp,shortfirst,LongShort,44,roach,0.0
A1OETZXW67E8QT,46,yes,USA,AnswerChoice,14,1,2,bicycle,supp,longfirst,LongShort,46,bike,0.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,14,1,18,undergraduate,supp,shortfirst,LongShort,47,undergrad,1.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,14,1,5,memorandum,supp,shortfirst,LongShort,49,memo,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,14,1,23,advertisement,neut,longfirst,LongShort,52,ad,0.0
A8X1YI90JPSGP,53,yes,USA,AnswerChoice,14,2,35,hamburger,neut,longfirst,LongShort,53,burger,1.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,14,2,5,memorandum,supp,longfirst,LongShort,54,memo,1.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,14,2,31,mayonnaise,supp,longfirst,LongShort,55,mayo,1.0
A2CGAOF4G65D67,57,yes,USA,AnswerChoice,14,2,32,Coca-Cola,neut,shortfirst,LongShort,57,Coke,0.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,14,1,21,television,supp,shortfirst,LongShort,59,TV,1.0
ATFH1OABZJL68,60,yes,USA,AnswerChoice,14,1,39,United States,neut,shortfirst,LongShort,60,US,1.0
A5R0NQCWSPEJ9,1,yes,USA,AnswerChoice,15,2,33,milkshake,supp,longfirst,LongShort,1,shake,1.0
A3G7NL91BRY9JL,5,yes,USA,AnswerChoice,15,1,33,milkshake,supp,longfirst,LongShort,5,shake,0.0
A1JTU5PKYFLGB,6,yes,USA,AnswerChoice,15,1,6,photograph,supp,shortfirst,LongShort,6,photo,1.0
A309BLCQJHQULO,9,yes,USA,AnswerChoice,15,1,16,telephone,supp,shortfirst,LongShort,9,phone,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,15,1,35,hamburger,supp,shortfirst,LongShort,10,burger,1.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,15,2,18,undergraduate,supp,longfirst,LongShort,12,undergrad,1.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,15,1,24,air-conditioning,neut,longfirst,LongShort,13,A/C,0.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,15,2,39,United States,supp,shortfirst,LongShort,14,US,0.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,15,1,6,photograph,supp,longfirst,LongShort,15,photo,0.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,15,1,21,television,neut,shortfirst,LongShort,17,TV,1.0
A1P8M5BKOTAA8I,20,yes,USA,AnswerChoice,15,1,12,pornography,neut,longfirst,LongShort,20,porn,0.0
A3GACPNP0L91IH,21,yes,USA,AnswerChoice,15,2,26,United Kingdom,supp,longfirst,LongShort,21,UK,1.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,15,2,7,fraternity,neut,longfirst,LongShort,26,frat,1.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,15,2,38,emergency room,supp,shortfirst,LongShort,29,ER,0.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,15,2,6,photograph,supp,longfirst,LongShort,31,photo,1.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,15,2,30,identification,supp,longfirst,LongShort,34,ID,1.0
AYEXVPS4R274L,36,yes,USA,AnswerChoice,15,2,14,saxophone,supp,longfirst,LongShort,36,sax,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,15,2,2,bicycle,supp,longfirst,LongShort,38,bike,1.0
AKUJ4M0HU5YOL,39,yes,USA,AnswerChoice,15,1,32,Coca-Cola,supp,shortfirst,LongShort,39,Coke,1.0
A2BKVB7Q1GQTPS,40,yes,USA,AnswerChoice,15,1,40,United Nations,supp,shortfirst,LongShort,40,UN,1.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,15,1,40,United Nations,neut,shortfirst,LongShort,42,UN,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,15,2,8,refrigerator,neut,longfirst,LongShort,43,fridge,1.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,15,2,33,milkshake,supp,shortfirst,LongShort,44,shake,0.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,15,2,14,saxophone,neut,shortfirst,LongShort,45,sax,0.0
A1OETZXW67E8QT,46,yes,USA,AnswerChoice,15,1,1,mathematics,supp,shortfirst,LongShort,46,math,1.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,15,1,39,United States,supp,longfirst,LongShort,47,US,0.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,15,2,17,referee,neut,shortfirst,LongShort,48,ref,0.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,15,1,2,bicycle,supp,shortfirst,LongShort,49,bike,1.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,15,2,21,television,neut,longfirst,LongShort,54,TV,1.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,15,2,22,carbohydrates,neut,longfirst,LongShort,55,carbs,1.0
A3MIT5KYEFRGAN,56,yes,USA,AnswerChoice,15,2,17,referee,neut,shortfirst,LongShort,56,ref,0.0
A2CGAOF4G65D67,57,yes,USA,AnswerChoice,15,2,23,advertisement,supp,shortfirst,LongShort,57,ad,0.0
ATFH1OABZJL68,60,yes,USA,AnswerChoice,15,1,20,chemotherapy,neut,shortfirst,LongShort,60,chemo,1.0
A8E34U9XG2WX7,2,yes,USA,AnswerChoice,16,2,5,memorandum,supp,longfirst,LongShort,2,memo,1.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,16,2,6,photograph,supp,longfirst,LongShort,3,photo,1.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,16,2,23,advertisement,neut,shortfirst,LongShort,7,ad,0.0
A2OH5YI49YW305,8,yes,USA,AnswerChoice,16,2,38,emergency room,neut,longfirst,LongShort,8,ER,1.0
A309BLCQJHQULO,9,yes,USA,AnswerChoice,16,1,30,identification,supp,shortfirst,LongShort,9,ID,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,16,1,31,mayonnaise,supp,shortfirst,LongShort,10,mayo,1.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,16,1,8,refrigerator,supp,shortfirst,LongShort,12,fridge,1.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,16,2,27,microphone,supp,longfirst,LongShort,14,mic,1.0
A30SJSKDXXDCDZ,16,yes,USA,AnswerChoice,16,1,34,veterinarian,neut,longfirst,LongShort,16,vet,0.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,16,2,37,quadrangle,supp,longfirst,LongShort,17,quad,1.0
A1YJ5V26CP9X44,19,yes,USA,AnswerChoice,16,1,21,television,supp,shortfirst,LongShort,19,TV,1.0
A2MZBTRREF5UQ,25,yes,USA,AnswerChoice,16,1,25,gasoline,neut,shortfirst,LongShort,25,gas,1.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,16,1,26,United Kingdom,neut,shortfirst,LongShort,26,UK,1.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,16,1,36,quadriceps,neut,shortfirst,LongShort,29,quads,1.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,16,1,5,memorandum,neut,shortfirst,LongShort,31,memo,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,16,1,24,air-conditioning,supp,shortfirst,LongShort,38,A/C,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,16,1,30,identification,neut,shortfirst,LongShort,43,ID,1.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,16,2,21,television,supp,longfirst,LongShort,44,TV,1.0
A1OETZXW67E8QT,46,yes,USA,AnswerChoice,16,2,13,limousine,supp,shortfirst,LongShort,46,limo,0.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,16,2,20,chemotherapy,supp,longfirst,LongShort,47,chemo,1.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,16,2,9,hippopotamus,neut,longfirst,LongShort,48,hippo,1.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,16,1,31,mayonnaise,neut,longfirst,LongShort,49,mayo,0.0
